distance,time,night,fare
8.116262258099887,25.550245015668416,1,202.2631126123357
19.063571821788408,23.31016529272718,1,307.25604880333844
14.907884894416696,14.688465187657304,1,248.45577931948156
12.374511199743695,38.399666855581835,0,250.54444570860062
3.964354168406294,31.214328827974587,0,152.0721993400121
3.96389588638785,52.6135545778202,0,194.8660680195189
2.1035886311957896,6.766026926513204,1,104.56794016498431
17.457346769723767,40.41273601553195,0,305.39893972830157
12.421185223120967,46.96218831813586,1,288.13622886748135
14.453378978124864,46.77176130535689,0,288.07731239196244
1.3911053916202465,53.73406819025388,0,171.37919029671022
19.428287191077892,45.096855855622174,0,334.47658362202327
16.816410175208013,56.0295533906233,0,330.2232085333267
5.034443102887247,23.29611299014903,1,166.93665700917052
4.4546743769349115,32.67651792133487,0,159.89977961201885
4.484685687215243,5.774381480558987,0,106.3956198332704
6.780602616231217,5.382667301681017,1,148.5713607656742
10.97037220101252,18.206964124833593,1,216.11765025979238
9.206955354200199,10.544395842649688,0,163.15834522730137
6.533353663762797,19.311625236466448,0,153.95678711056087
12.62520499972521,14.737381199061858,1,225.72681239537582
3.6503833523887947,6.5686013661256535,1,119.64103625613926
6.550748322169145,55.011728052332714,0,225.53093932635687
7.960875022580142,5.4522722263890335,1,160.51329467857948
9.665329700123683,45.484517938539696,1,257.62233287831623
15.918343266467259,13.368133780573409,0,235.91970022581938
4.793801861008835,55.172629209978,0,208.28327703004436
10.770454329858621,54.10377667744372,0,265.91209665347367
12.255876808378806,40.96456305030915,1,274.4878941844064
1.8825578416799567,41.972878239033285,0,152.77133489486613
12.54335218612733,5.29365280833287,0,186.020827477939
4.239958350058539,59.167936136248116,0,210.73545577308164
2.235980266720311,53.28079319666979,1,198.9213890605427
19.02882520781333,54.23084241515506,0,348.74993690844343
19.347008628416628,41.25844953779796,0,325.98698535976223
16.35954961421276,23.963281075999507,1,281.5220582941266
6.787661614294043,54.150675699976446,1,246.17796754289333
2.8557701661212933,21.033431048315578,0,120.62456375784409
14.00042750373098,35.94913488382116,0,261.90254480495213
9.362897381052425,10.485203478913531,0,164.59938076835132
3.3187264620507975,55.70755965730126,1,214.60238393511048
10.408361292114133,12.742375177416733,0,179.5683632759748
1.6533819011891495,17.3693243151724,0,101.2724676422363
18.27708763949686,35.697378697051825,1,324.1656337890722
5.916819650400321,47.025115011713986,1,223.21842652743118
13.587923402725657,39.06432182649644,0,264.00787768024946
6.9225104456988085,17.76736520400859,1,174.75983486500525
10.881292402378406,5.051867339011968,0,168.916658701808
11.387495307522313,46.64328191690915,0,257.16151690904144
4.512234654985013,59.18640292511015,1,233.49515240007042
19.422107927526614,49.54522161683497,1,363.3115225089361
15.727523643861176,30.311363998613842,1,287.8979644358394
18.850479889719594,54.70719937695086,1,367.91919765109765
18.001719658125328,27.54162202150925,0,285.10044062427176
12.360099597410617,33.871374633390715,1,261.34374524088764
18.51561046543922,31.242137206762578,1,317.64037906791737
2.6813575389864703,29.61931299660387,0,136.05220138307243
4.723674385963759,47.63549231116482,0,192.5077284819672
1.8593184893002233,33.97228989982206,0,136.53776469264636
7.181276284502022,22.419441711386884,1,186.65164626779398
8.384868504100158,19.19869922121631,0,172.24608348343418
6.155631603704022,7.0761024332088365,1,145.7085209034579
16.746012673886657,37.07573390356753,1,311.61159454600164
7.778313207178196,17.647877847056883,1,183.07888776589573
6.337755684060235,13.14736571090107,1,159.6722882624045
11.31122558000672,40.96064801052227,0,245.03355182111176
3.6775602745204905,42.466509180185184,0,171.70862110557528
16.241742634326755,46.36851907417163,0,305.15446449161084
2.4164622299156457,32.69672929862253,0,139.55808089640152
19.75085179540983,54.17300328621376,0,355.85452452652584
15.67265061663649,56.49885143690253,1,339.72420904016997
4.775597949149276,49.40540168858692,1,216.5667828686666
1.1049202253484456,39.957641510450294,1,160.96448527438503
16.49376714064185,21.704652447515375,1,278.3469763014493
14.430289533104725,59.061970689112165,0,312.4268367092716
14.851136192778759,20.07748919555661,1,258.6663403189008
15.65413658703297,16.14613070947371,1,258.8336272892771
2.4068483829477167,29.318476258262052,1,152.70543634600128
7.81084884234118,8.126231389181365,1,164.36095120177455
3.2015121309774646,58.81719555694849,1,219.64951242367164
17.398965091636278,37.36384560290337,1,318.7173421221695
12.8426644097236,35.63236504152964,0,249.69137418029527
7.2870624722003345,41.068795394484596,0,205.00821551097255
2.207608655434449,32.33630062774637,1,156.74868780983724
6.908664112597582,6.763493440199787,1,152.6136280063754
7.178483118508193,38.67712088622182,1,219.13907295752557
14.862517388423218,44.389563232603685,1,307.40430034943955
13.11359195574905,27.921198334322924,1,256.97831622613637
17.857042108950203,46.65125646391561,0,321.87293401733325
9.972083578077036,17.48507146361313,0,184.69097870799663
3.272290672827732,17.17021250864012,1,137.06333174555755
14.551650957236905,13.877934322816568,0,223.2723782180022
15.454915923721051,25.4597117884039,1,275.4685828140183
11.664266753820428,51.5856619463996,1,289.8139914310035
15.648376419136659,50.535163418198536,0,307.55409102776366
10.382116330923424,26.05533143799271,0,205.93182618521965
10.931923758257888,37.40153047891301,0,234.12229854040487
9.123279348812442,44.64489740612036,0,230.52258830036516
1.4829634081378087,18.266372604541264,1,121.36237929046061
3.049937112872785,14.24775972421109,0,108.99489057715002
1.5971545280479509,58.4652796266771,0,182.90210453383372
13.091797814011828,38.965652226529016,0,258.8492825931763
6.972763640450207,58.97786470085151,1,257.6833658062051
10.662843132129353,23.5765792922726,1,223.78158990583873
18.243763004595767,43.66674349857723,1,339.7711170431121
5.736552353828624,17.243200009768074,0,141.85192355782237
8.797275537676965,19.36600942006521,0,176.7047742169001
